,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
279,lsmdc0019_Pulp_Fiction-56884,8136,"None of the parked cars appear out of place. Basically, it",they collect and segregate the rubbish [MASK] separate containers .,they collect and segregate the rubbish ,gold,into separate containers .,to separate containers .,of separate containers .,in separate containers .,0
280,lsmdc0019_Pulp_Fiction-56884,8150,"His bedroom is like the rest of the apartment neat, clean and anonymous. Sure enough, there","bin , which will be use it by specialized factory [MASK] another item .","bin , which will be use it by specialized factory ",gen,in another item .,of another item .,to another item .,into another item .,3
281,lsmdc0019_Pulp_Fiction-56884,8152,He walks through the apartment and back into the kitchen. He,as long as i try to keep doing thing [MASK] a ecofriendly way i realize that i am give a,as long as i try to keep doing thing ,gold,in a ecofriendly way i realize that i am give a,for a ecofriendly way i realize that i am give a,of a ecofriendly way i realize that i am give a,to a ecofriendly way i realize that i am give a,0
282,lsmdc0019_Pulp_Fiction-56884,8140,He crosses the street and enters his apartment courtyard. Someone,give a little from my side and i feel careful [MASK] my environment .,give a little from my side and i feel careful ,gold,of my environment .,in my environment .,to my environment .,for my environment .,3
283,lsmdc0019_Pulp_Fiction-56884,8148,"Someone walks into his modest kitchen, and opens the refrigerator. Then he","if i were you , i would go running [MASK] the morning and i would go to music classes after","if i were you , i would go running ",gold,for the morning and i would go to music classes after,in the morning and i would go to music classes after,to the morning and i would go to music classes after,of the morning and i would go to music classes after,1
284,lsmdc0019_Pulp_Fiction-56884,8138,"Someone peers around a wall, taking in the vital information. Someone",public transport is cheap and friendly [MASK] environment .,public transport is cheap and friendly ,gold,for environment .,to environment .,in environment .,of environment .,1
285,lsmdc0019_Pulp_Fiction-56884,8137,"Basically, it looks like normal morning activity in front of someone's home. Someone","firstly , the fare [MASK] public transport is cheaper compared with buying a new car","firstly , the fare ",gold,to public transport is cheaper compared with buying a new car,in public transport is cheaper compared with buying a new car,for public transport is cheaper compared with buying a new car,of public transport is cheaper compared with buying a new car,2
286,lsmdc0019_Pulp_Fiction-56884,8147,"He cautiously steps inside, shuts the door and takes a quick look around. Someone",the fare [MASK] public transport is less than own vehicle when compared fare,the fare ,gold,to public transport is less than own vehicle when compared fare,for public transport is less than own vehicle when compared fare,in public transport is less than own vehicle when compared fare,of public transport is less than own vehicle when compared fare,1
287,lsmdc0019_Pulp_Fiction-56884,8137,"Basically, it looks like normal morning activity in front of someone's home. Someone",vehicle when compared fare of bus to fulfill whole tank [MASK] oil .,vehicle when compared fare of bus to fulfill whole tank ,gen,to oil .,with oil .,in oil .,of oil .,1
288,lsmdc0019_Pulp_Fiction-56884,8141,"Someone is in the courtyard of his North Hollywood apartment building. Once again, everything",because of everybody has to leave for another place [MASK] their own car and carbon dioxide released from the car,because of everybody has to leave for another place ,gold,to their own car and carbon dioxide released from the car,of their own car and carbon dioxide released from the car,in their own car and carbon dioxide released from the car,for their own car and carbon dioxide released from the car,2
289,lsmdc0019_Pulp_Fiction-56884,8143,"Someone climbs the stairs leading to his apartment, number 12. He",it can carry more than a dozen times the people [MASK] a time and reduce their own vehicle .,it can carry more than a dozen times the people ,gen,in a time and reduce their own vehicle .,of a time and reduce their own vehicle .,to a time and reduce their own vehicle .,at a time and reduce their own vehicle .,3
290,lsmdc0019_Pulp_Fiction-56884,8149,Then he goes to the bedroom. His bedroom,slow but it also do not take a long time [MASK] people to reach their destination because public transport nowadays are,slow but it also do not take a long time ,gold,to people to reach their destination because public transport nowadays are,in people to reach their destination because public transport nowadays are,for people to reach their destination because public transport nowadays are,of people to reach their destination because public transport nowadays are,2
291,lsmdc0019_Pulp_Fiction-56884,8145,"Someone slowly inserts the key into the door, quietly opening it. His apartment","in conclusion , public transport is needed [MASK] everybody in a necessary time .","in conclusion , public transport is needed ",gold,to everybody in a necessary time .,in everybody in a necessary time .,of everybody in a necessary time .,by everybody in a necessary time .,3
292,lsmdc0019_Pulp_Fiction-56884,8144,He steps outside the door and listens inside. Someone,this kind of situation brings all kinds of problems [MASK] mankind and animals .,this kind of situation brings all kinds of problems ,gen,to mankind and animals .,of mankind and animals .,for mankind and animals .,in mankind and animals .,2
293,lsmdc0019_Pulp_Fiction-56884,8146,His apartment has n't been touched. He,i am writing to apply a job [MASK] summer camp .,i am writing to apply a job ,gold,of summer camp .,on summer camp .,in summer camp .,to summer camp .,1
294,lsmdc0019_Pulp_Fiction-56884,8143,"Someone climbs the stairs leading to his apartment, number 12. He",welcome [MASK] this town .,welcome ,gold,to this town .,of this town .,in this town .,for this town .,0
295,lsmdc0019_Pulp_Fiction-56884,8153,"He opens a cupboard and takes out a box of Pop Tarts. Putting down the milk, he",there are several big plazas in the center [MASK] the town .,there are several big plazas in the center ,gold,for the town .,to the town .,in the town .,of the town .,3
296,lsmdc0019_Pulp_Fiction-56884,8144,He steps outside the door and listens inside. Someone,"at night , there 's another side [MASK] this town .","at night , there 's another side ",gen,in this town .,for this town .,to this town .,of this town .,2
297,lsmdc0019_Pulp_Fiction-56884,8151,"Sure enough, there's the watch just like he said it was:. He",many thanks for your letter and your assetment [MASK] my invitation .,many thanks for your letter and your assetment ,gold,in my invitation .,for my invitation .,to my invitation .,of my invitation .,3
